Entity,Year,AnnualCO2,logCO2
Israel,1921,637539.0000,5.8045
Israel,1922,643151.7500,5.8083
Israel,1923,650035.9400,5.8129
Israel,1924,657011.0600,5.8176
Israel,1925,664637.0600,5.8226
Israel,1926,671486.2000,5.8270
Israel,1927,678466.4400,5.8315
Israel,1928,685212.5600,5.8358
Israel,1929,691396.0000,5.8397
Israel,1930,778059.5000,5.8910
Israel,1931,805085.2000,5.9058
Israel,1932,838352.0000,5.9234
Israel,1933,870353.1000,5.9397
Israel,1934,888750.2000,5.9488
Israel,1935,926805.2000,5.9670
Israel,1936,929628.2500,5.9683
Israel,1937,950683.9400,5.9780
Israel,1938,932766.2000,5.9698
Israel,1939,956471.9000,5.9807
Israel,1940,965036.7500,5.9845
Israel,1941,961687.5600,5.9830
Israel,1942,1033745.9400,6.0144
Israel,1943,1036119.7000,6.0154
Israel,1944,1069576.5000,6.0292
Israel,1945,1106640.4000,6.0440
Israel,1946,1217022.0000,6.0853
Israel,1947,1300766.4000,6.1142
Israel,1948,1266447.8000,6.1026
Israel,1949,1353311.0000,6.1314
Israel,1950,4841298.5000,6.6850
Israel,1951,8075498.5000,6.9072
Israel,1952,10432801.0000,7.0184
Israel,1953,12076517.0000,7.0819
Israel,1954,13418662.0000,7.1277
Israel,1955,15519056.0000,7.1909
Israel,1956,16215121.0000,7.2099
Israel,1957,18120064.0000,7.2582
Israel,1958,20238808.0000,7.3062
Israel,1959,21358972.0000,7.3296
Israel,1960,25528384.0000,7.4070
Israel,1961,28789074.0000,7.4592
Israel,1962,33762476.0000,7.5284
Israel,1963,36244010.0000,7.5592
Israel,1964,41532556.0000,7.6184
Israel,1965,60797890.0000,7.7839
Israel,1966,66180656.0000,7.8207
Israel,1967,69035064.0000,7.8391
Israel,1968,72242840.0000,7.8588
Israel,1969,79710550.0000,7.9015
Israel,1970,74163630.0000,7.8702
Israel,1971,74148550.0000,7.8701
Israel,1972,78021020.0000,7.8922
Israel,1973,80259944.0000,7.9045
Israel,1974,63005116.0000,7.7994
Israel,1975,84488550.0000,7.9268
Israel,1976,24992014.0000,7.3978
Israel,1977,25314896.0000,7.4034
Israel,1978,26654708.0000,7.4258
Israel,1979,26572144.0000,7.4244
Israel,1980,26918022.0000,7.4300
Israel,1981,26918358.0000,7.4300
Israel,1982,29579296.0000,7.4710
Israel,1983,29847438.0000,7.4749
Israel,1984,29729876.0000,7.4732
Israel,1985,31050564.0000,7.4921
Israel,1986,32801696.0000,7.5159
Israel,1987,33556932.0000,7.5258
Israel,1988,36166948.0000,7.5583
Israel,1989,37949130.0000,7.5792
Israel,1990,42586384.0000,7.6293
Israel,1991,44559964.0000,7.6489
Israel,1992,50264050.0000,7.7013
Israel,1993,52441290.0000,7.7197
Israel,1994,56049330.0000,7.7486
Israel,1995,58380670.0000,7.7663
Israel,1996,60701736.0000,7.7832
Israel,1997,63804624.0000,7.8049
Israel,1998,65039416.0000,7.8132
Israel,1999,63994892.0000,7.8061
Israel,2000,68774340.0000,7.8374
Israel,2001,72578056.0000,7.8608
Israel,2002,68912740.0000,7.8383
Israel,2003,71873240.0000,7.8566
Israel,2004,68659140.0000,7.8367
Israel,2005,66409628.0000,7.8222
Israel,2006,72730490.0000,7.8617
Israel,2007,73754710.0000,7.8678
Israel,2008,79002450.0000,7.8976
Israel,2009,74472330.0000,7.8720
Israel,2010,79505704.0000,7.9004
Israel,2011,80780184.0000,7.9073
Israel,2012,86387380.0000,7.9365
Israel,2013,76411250.0000,7.8832
Israel,2014,73837350.0000,7.8683
Israel,2015,77176136.0000,7.8875
Israel,2016,77982216.0000,7.8920
Israel,2017,75075110.0000,7.8755
Israel,2018,76153670.0000,7.8817
Israel,2019,74870680.0000,7.8743
Israel,2020,76889576.0000,7.8859
Israel,2021,78507420.0000,7.8949
Israel,2022,81421120.0000,7.9107
Israel,2023,81208930.0000,7.9096
Italy,1850,27369666.0000,7.4373
Italy,1851,28654734.0000,7.4572
Italy,1852,29629462.0000,7.4717
Italy,1853,29238006.0000,7.4659
Italy,1854,28122600.0000,7.4491
Italy,1855,29319140.0000,7.4672
Italy,1856,30251402.0000,7.4807
Italy,1857,30030610.0000,7.4776
Italy,1858,30328330.0000,7.4818
Italy,1859,29574828.0000,7.4709
Italy,1860,27153604.0000,7.4338
Italy,1861,27770478.0000,7.4436
Italy,1862,28328104.0000,7.4522
Italy,1863,26368874.0000,7.4211
Italy,1864,25772288.0000,7.4112
Italy,1865,25362800.0000,7.4042
Italy,1866,25012266.0000,7.3982
Italy,1867,25513802.0000,7.4068
Italy,1868,25845194.0000,7.4124
Italy,1869,25418526.0000,7.4052
Italy,1870,25871174.0000,7.4128
Italy,1871,27389098.0000,7.4376
Italy,1872,29442982.0000,7.4690
Italy,1873,29290766.0000,7.4667
Italy,1874,28845692.0000,7.4601
Italy,1875,30356030.0000,7.4822
Italy,1876,32567532.0000,7.5128
Italy,1877,32323936.0000,7.5095
Italy,1878,32831250.0000,7.5163
Italy,1879,32949066.0000,7.5178
Italy,1880,33458906.0000,7.5245
Italy,1881,35936040.0000,7.5555
Italy,1882,37388236.0000,7.5727
Italy,1883,37067340.0000,7.5690
Italy,1884,37541870.0000,7.5745
Italy,1885,39422504.0000,7.5957
Italy,1886,39494184.0000,7.5965
Italy,1887,42773508.0000,7.6312
Italy,1888,44503710.0000,7.6484
Italy,1889,44882824.0000,7.6521
Italy,1890,43716370.0000,7.6406
Italy,1891,44484436.0000,7.6482
Italy,1892,45819772.0000,7.6611
Italy,1893,45338096.0000,7.6565
Italy,1894,46666170.0000,7.6690
Italy,1895,47458676.0000,7.6763
Italy,1896,48181496.0000,7.6829
Italy,1897,48588532.0000,7.6865
Italy,1898,49627504.0000,7.6957
Italy,1899,49960852.0000,7.6986
Italy,1900,49990420.0000,7.6989
Italy,1901,49597890.0000,7.6955
Italy,1902,53324644.0000,7.7269
Italy,1903,55105360.0000,7.7412
Italy,1904,55687864.0000,7.7458
Italy,1905,55907970.0000,7.7475
Italy,1906,61067756.0000,7.7858
Italy,1907,63796670.0000,7.8048
Italy,1908,63569964.0000,7.8033
Italy,1909,66171452.0000,7.8207
Italy,1910,66451810.0000,7.8225
Italy,1911,67748640.0000,7.8309
Italy,1912,71708776.0000,7.8556
Italy,1913,75576120.0000,7.8784
Italy,1914,72013190.0000,7.8574
Italy,1915,68402530.0000,7.8351
Italy,1916,69720290.0000,7.8434
Italy,1917,62888540.0000,7.7986
Italy,1918,67894740.0000,7.8318
Italy,1919,69430650.0000,7.8416
Italy,1920,65872784.0000,7.8187
Italy,1921,70379630.0000,7.8474
Italy,1922,79768390.0000,7.9018
Italy,1923,77548630.0000,7.8896
Italy,1924,81617130.0000,7.9118
Italy,1925,79239350.0000,7.8989
Italy,1926,81672216.0000,7.9121
Italy,1927,86422260.0000,7.9366
Italy,1928,83968360.0000,7.9241
Italy,1929,90167416.0000,7.9550
Italy,1930,84028030.0000,7.9244
Italy,1931,80399784.0000,7.9053
Italy,1932,72734240.0000,7.8617
Italy,1933,74711976.0000,7.8734
Italy,1934,81971496.0000,7.9137
Italy,1935,91142300.0000,7.9597
Italy,1936,76651730.0000,7.8845
Italy,1937,89241470.0000,7.9506
Italy,1938,93919690.0000,7.9728
Italy,1939,93937080.0000,7.9728
Italy,1940,95514190.0000,7.9801
Italy,1941,89730440.0000,7.9529
Italy,1942,93197900.0000,7.9694
Italy,1943,60674184.0000,7.7830
Italy,1944,60175788.0000,7.7794
Italy,1945,62570640.0000,7.7964
Italy,1946,82165470.0000,7.9147
Italy,1947,96259970.0000,7.9834
Italy,1948,94069280.0000,7.9734
Italy,1949,103533100.0000,8.0151
Italy,1950,102186340.0000,8.0094
Italy,1951,104849290.0000,8.0206
Italy,1952,108847370.0000,8.0368
Italy,1953,112642584.0000,8.0517
Italy,1954,119560700.0000,8.0776
Italy,1955,130037400.0000,8.1141
Italy,1956,139214420.0000,8.1437
Italy,1957,143242600.0000,8.1561
Italy,1958,144565380.0000,8.1601
Italy,1959,142544800.0000,8.1540
Italy,1960,162494290.0000,8.2108
Italy,1961,184501360.0000,8.2660
Italy,1962,207420800.0000,8.3169
Italy,1963,224507100.0000,8.3512
Italy,1964,238340260.0000,8.3772
Italy,1965,255477710.0000,8.4074
Italy,1966,283953250.0000,8.4532
Italy,1967,309700100.0000,8.4909
Italy,1968,324976160.0000,8.5119
Italy,1969,355415200.0000,8.5507
Italy,1970,356398460.0000,8.5519
Italy,1971,380082500.0000,8.5799
Italy,1972,395874340.0000,8.5976
Italy,1973,425284130.0000,8.6287
Italy,1974,426385400.0000,8.6298
Italy,1975,406902880.0000,8.6095
Italy,1976,433335100.0000,8.6368
Italy,1977,422146370.0000,8.6255
Italy,1978,440920400.0000,8.6444
Italy,1979,454236200.0000,8.6573
Italy,1980,453893820.0000,8.6570
Italy,1981,441754270.0000,8.6452
Italy,1982,431242020.0000,8.6347
Italy,1983,419808060.0000,8.6231
Italy,1984,428357440.0000,8.6318
Italy,1985,434673570.0000,8.6382
Italy,1986,428782620.0000,8.6322
Italy,1987,451388220.0000,8.6546
Italy,1988,452688160.0000,8.6558
Italy,1989,470891680.0000,8.6729
Italy,1990,501580800.0000,8.7003
Italy,1991,496823740.0000,8.6962
Italy,1992,492028450.0000,8.6920
Italy,1993,482679970.0000,8.6837
Italy,1994,475894980.0000,8.6775
Italy,1995,504650180.0000,8.7030
Italy,1996,498563870.0000,8.6977
Italy,1997,514545470.0000,8.7114
Italy,1998,536732480.0000,8.7298
Italy,1999,534765700.0000,8.7282
Italy,2000,537012500.0000,8.7300
Italy,2001,528676500.0000,8.7232
Italy,2002,533686720.0000,8.7273
Italy,2003,552595840.0000,8.7424
Italy,2004,554146560.0000,8.7436
Italy,2005,551274500.0000,8.7414
Italy,2006,537847600.0000,8.7307
Italy,2007,543441000.0000,8.7352
Italy,2008,523057730.0000,8.7185
Italy,2009,472106880.0000,8.6740
Italy,2010,477711170.0000,8.6792
Italy,2011,467720600.0000,8.6700
Italy,2012,438869980.0000,8.6423
Italy,2013,406346270.0000,8.6089
Italy,2014,383495140.0000,8.5838
Italy,2015,397890080.0000,8.5998
Italy,2016,396290850.0000,8.5980
Italy,2017,392250500.0000,8.5936
Italy,2018,403987620.0000,8.6064
Italy,2019,391391500.0000,8.5926
Italy,2020,351234020.0000,8.5456
Italy,2021,384791700.0000,8.5852
Italy,2022,389478270.0000,8.5905
Italy,2023,361999170.0000,8.5587
Jamaica,1850,928781.8000,5.9679
Jamaica,1851,465493.2000,5.6679
Jamaica,1852,637168.2500,5.8043
Jamaica,1853,769014.2500,5.8859
Jamaica,1854,753221.4000,5.8769
Jamaica,1855,796153.0600,5.9010
Jamaica,1856,786129.4000,5.8955
Jamaica,1857,855416.7500,5.9322
Jamaica,1858,821539.9400,5.9146
Jamaica,1859,742483.2000,5.8707
Jamaica,1860,1065915.2000,6.0277
Jamaica,1861,912555.0000,5.9603
Jamaica,1862,992165.8000,5.9966
Jamaica,1863,834425.9400,5.9214
Jamaica,1864,1230909.9000,6.0902
Jamaica,1865,1160643.0000,6.0647
Jamaica,1866,1471118.8000,6.1676
Jamaica,1867,1185808.2000,6.0740
Jamaica,1868,1026401.8000,6.0113
Jamaica,1869,1463947.4000,6.1655
Jamaica,1870,1382861.2000,6.1408
Jamaica,1871,1201383.8000,6.0797
Jamaica,1872,1058134.9000,6.0245
Jamaica,1873,1311030.5000,6.1176
Jamaica,1874,1359497.0000,6.1334
Jamaica,1875,1391264.0000,6.1434
Jamaica,1876,1434011.1000,6.1566
Jamaica,1877,1529689.4000,6.1846
Jamaica,1878,1543190.8000,6.1884
Jamaica,1879,1474569.2000,6.1687
Jamaica,1880,1439956.5000,6.1583
Jamaica,1881,1492353.8000,6.1739
Jamaica,1882,1664506.1000,6.2213
Jamaica,1883,1549116.5000,6.1901
Jamaica,1884,1600926.6000,6.2044
Jamaica,1885,1664530.1000,6.2213
Jamaica,1886,1131372.2000,6.0536
Jamaica,1887,1593757.1000,6.2024
Jamaica,1888,1676031.0000,6.2243
Jamaica,1889,1645935.4000,6.2164
Jamaica,1890,1360368.6000,6.1337
Jamaica,1891,942590.5600,5.9743
Jamaica,1892,984478.7500,5.9932
Jamaica,1893,1007514.2500,6.0033
Jamaica,1894,866957.7500,5.9380
Jamaica,1895,717167.0000,5.8556
Jamaica,1896,594235.5000,5.7740
Jamaica,1897,434413.1200,5.6379
Jamaica,1898,576120.2500,5.7605
Jamaica,1899,323529.2000,5.5099
Jamaica,1900,1008769.9000,6.0038
Jamaica,1901,1040154.6000,6.0171
Jamaica,1902,1160210.5000,6.0645
Jamaica,1903,1449756.9000,6.1613
Jamaica,1904,1264447.6000,6.1019
Jamaica,1905,1518820.8000,6.1815
Jamaica,1906,1777484.1000,6.2498
Jamaica,1907,1735386.4000,6.2394
Jamaica,1908,1800758.8000,6.2555
Jamaica,1909,2001986.4000,6.3015
Jamaica,1910,1794093.0000,6.2538
Jamaica,1911,1981024.6000,6.2969
Jamaica,1912,2149306.0000,6.3323
Jamaica,1913,2079784.2000,6.3180
Jamaica,1914,2361096.8000,6.3731
Jamaica,1915,2345524.2000,6.3702
Jamaica,1916,2408877.0000,6.3818
Jamaica,1917,2531470.0000,6.4034
Jamaica,1918,2464281.5000,6.3917
Jamaica,1919,2493234.0000,6.3968
Jamaica,1920,3272183.8000,6.5148
Jamaica,1921,3205200.5000,6.5059
Jamaica,1922,3333018.5000,6.5228
Jamaica,1923,3362890.5000,6.5267
Jamaica,1924,3638396.8000,6.5609
Jamaica,1925,3314771.0000,6.5205
Jamaica,1926,3434979.8000,6.5359
Jamaica,1927,3468968.5000,6.5402
Jamaica,1928,3473003.2000,6.5407
Jamaica,1929,3471765.0000,6.5406
Jamaica,1930,3866269.5000,6.5873
Jamaica,1931,4023870.2000,6.6046
Jamaica,1932,4139140.5000,6.6169
Jamaica,1933,4273676.0000,6.6308
Jamaica,1934,4352738.0000,6.6388
Jamaica,1935,4147451.8000,6.6178
Jamaica,1936,4453885.0000,6.6487
Jamaica,1937,4596449.0000,6.6624
Jamaica,1938,4664829.0000,6.6688
Jamaica,1939,4899832.0000,6.6902
Jamaica,1940,5099662.0000,6.7075
Jamaica,1941,5307643.5000,6.7249
Jamaica,1942,5764240.0000,6.7607
Jamaica,1943,5752962.5000,6.7599
Jamaica,1944,5944256.5000,6.7741
Jamaica,1945,6330641.0000,6.8014
Jamaica,1946,6795181.0000,6.8322
Jamaica,1947,7337813.0000,6.8656
Jamaica,1948,7910855.0000,6.8982
Jamaica,1949,8302917.0000,6.9192
Jamaica,1950,8297243.0000,6.9189
Jamaica,1951,8655597.0000,6.9373
Jamaica,1952,9036009.0000,6.9560
Jamaica,1953,9177839.0000,6.9627
Jamaica,1954,9884643.0000,6.9950
Jamaica,1955,9958969.0000,6.9982
Jamaica,1956,10018506.0000,7.0008
Jamaica,1957,10130146.0000,7.0056
Jamaica,1958,9563717.0000,6.9806
Jamaica,1959,9791536.0000,6.9909
Jamaica,1960,7879687.0000,6.8965
Jamaica,1961,7607039.0000,6.8812
Jamaica,1962,7003501.5000,6.8453
Jamaica,1963,6570352.5000,6.8176
Jamaica,1964,7122050.5000,6.8526
Jamaica,1965,5778882.5000,6.7618
Jamaica,1966,6029354.5000,6.7803
Jamaica,1967,6056350.0000,6.7822
Jamaica,1968,6128030.0000,6.7873
Jamaica,1969,6506428.5000,6.8133
Jamaica,1970,6598541.5000,6.8194
Jamaica,1971,7407294.0000,6.8697
Jamaica,1972,7886427.0000,6.8969
Jamaica,1973,9859394.0000,6.9939
Jamaica,1974,9201768.0000,6.9639
Jamaica,1975,9753415.0000,6.9892
Jamaica,1976,8882903.0000,6.9486
Jamaica,1977,9168664.0000,6.9623
Jamaica,1978,10566124.0000,7.0239
Jamaica,1979,10154911.0000,7.0067
Jamaica,1980,10150311.0000,7.0065
Jamaica,1981,8888390.0000,6.9488
Jamaica,1982,7502111.5000,6.8752
Jamaica,1983,7946150.0000,6.9002
Jamaica,1984,6708409.0000,6.8266
Jamaica,1985,6717046.5000,6.8272
Jamaica,1986,6387495.0000,6.8053
Jamaica,1987,7325001.5000,6.8648
Jamaica,1988,6525340.0000,6.8146
Jamaica,1989,8675263.0000,6.9383
Jamaica,1990,10438644.0000,7.0186
Jamaica,1991,11411857.0000,7.0574
Jamaica,1992,15112995.0000,7.1794
Jamaica,1993,12396623.0000,7.0933
Jamaica,1994,12369614.0000,7.0924
Jamaica,1995,12321100.0000,7.0906
Jamaica,1996,13705580.0000,7.1369
Jamaica,1997,12829351.0000,7.1082
Jamaica,1998,12812962.0000,7.1076
Jamaica,1999,22321334.0000,7.3487
Jamaica,2000,15973798.0000,7.2034
Jamaica,2001,14917030.0000,7.1737
Jamaica,2002,15015901.0000,7.1766
Jamaica,2003,14387607.0000,7.1580
Jamaica,2004,14614380.0000,7.1648
Jamaica,2005,13416324.0000,7.1276
Jamaica,2006,19103470.0000,7.2811
Jamaica,2007,19076778.0000,7.2805
Jamaica,2008,17939756.0000,7.2538
Jamaica,2009,10691400.0000,7.0290
Jamaica,2010,9785014.0000,6.9906
Jamaica,2011,11060822.0000,7.0438
Jamaica,2012,9981121.0000,6.9992
Jamaica,2013,10391445.0000,7.0167
Jamaica,2014,9241667.0000,6.9658
Jamaica,2015,9083435.0000,6.9583
Jamaica,2016,9371344.0000,6.9718
Jamaica,2017,9277051.0000,6.9674
Jamaica,2018,8842741.0000,6.9466
Jamaica,2019,10224846.0000,7.0097
Jamaica,2020,7610360.0000,6.8814
Jamaica,2021,8108007.5000,6.9089
Jamaica,2022,7880913.0000,6.8966
Jamaica,2023,8368693.0000,6.9227
Japan,1850,24931890.0000,7.3968
Japan,1851,21793620.0000,7.3383
Japan,1852,20873018.0000,7.3196
Japan,1853,20722852.0000,7.3164
Japan,1854,21604656.0000,7.3345
Japan,1855,23465410.0000,7.3704
Japan,1856,22117444.0000,7.3447
Japan,1857,24089634.0000,7.3818
Japan,1858,23703016.0000,7.3748
Japan,1859,25728066.0000,7.4104
Japan,1860,21679988.0000,7.3361
Japan,1861,24055712.0000,7.3812
Japan,1862,23613966.0000,7.3732
Japan,1863,22699592.0000,7.3560
Japan,1864,24390134.0000,7.3872
Japan,1865,24744092.0000,7.3935
Japan,1866,23866700.0000,7.3778
Japan,1867,25562316.0000,7.4076
Japan,1868,25232508.0000,7.4020
Japan,1869,27020698.0000,7.4317
Japan,1870,24130400.0000,7.3826
Japan,1871,26735822.0000,7.4271
Japan,1872,24820714.0000,7.3948
Japan,1873,26829798.0000,7.4286
Japan,1874,27676226.0000,7.4421
Japan,1875,29509880.0000,7.4700
Japan,1876,32394212.0000,7.5105
Japan,1877,29988546.0000,7.4770
Japan,1878,31619856.0000,7.5000
Japan,1879,30249764.0000,7.4807
Japan,1880,32392930.0000,7.5105
Japan,1881,33034826.0000,7.5190
Japan,1882,33129806.0000,7.5202
Japan,1883,35685616.0000,7.5525
Japan,1884,35274090.0000,7.5475
Japan,1885,36450400.0000,7.5617
Japan,1886,40027570.0000,7.6024
Japan,1887,38341190.0000,7.5837
Japan,1888,40188570.0000,7.6041
Japan,1889,41057860.0000,7.6134
Japan,1890,43483010.0000,7.6383
Japan,1891,45737444.0000,7.6603
Japan,1892,45989812.0000,7.6627
Japan,1893,45916200.0000,7.6620
Japan,1894,49811264.0000,7.6973
Japan,1895,50816396.0000,7.7060
Japan,1896,56897344.0000,7.7551
Japan,1897,60336456.0000,7.7806
Japan,1898,63323910.0000,7.8016
Japan,1899,67186216.0000,7.8273
Japan,1900,64595930.0000,7.8102
Japan,1901,71828800.0000,7.8563
Japan,1902,72371370.0000,7.8596
Japan,1903,72252940.0000,7.8589
Japan,1904,81685064.0000,7.9121
Japan,1905,82632344.0000,7.9172
Japan,1906,82367864.0000,7.9158
Japan,1907,87288504.0000,7.9410
Japan,1908,93233800.0000,7.9696
Japan,1909,96157620.0000,7.9830
Japan,1910,96861336.0000,7.9862
Japan,1911,101470720.0000,8.0063
Japan,1912,107671256.0000,8.0321
Japan,1913,111764250.0000,8.0483
Japan,1914,116410010.0000,8.0660
Japan,1915,112101416.0000,8.0496
Japan,1916,121983160.0000,8.0863
Japan,1917,130892744.0000,8.1169
Japan,1918,137561700.0000,8.1385
Japan,1919,142389950.0000,8.1535
Japan,1920,139205490.0000,8.1437
Japan,1921,133438620.0000,8.1253
Japan,1922,142388290.0000,8.1535
Japan,1923,151931870.0000,8.1816
Japan,1924,155169980.0000,8.1908
Japan,1925,156844530.0000,8.1955
Japan,1926,158192450.0000,8.1992
Japan,1927,168067260.0000,8.2255
Japan,1928,171067620.0000,8.2332
Japan,1929,175390720.0000,8.2440
Japan,1930,165152180.0000,8.2179
Japan,1931,156223800.0000,8.1937
Japan,1932,158867490.0000,8.2010
Japan,1933,173406290.0000,8.2391
Japan,1934,188393060.0000,8.2751
Japan,1935,188943980.0000,8.2763
Japan,1936,199949500.0000,8.3009
Japan,1937,211920700.0000,8.3262
Japan,1938,226227860.0000,8.3545
Japan,1939,217549760.0000,8.3376
Japan,1940,246754290.0000,8.3923
Japan,1941,247544660.0000,8.3937
Japan,1942,243895220.0000,8.3872
Japan,1943,252811200.0000,8.4028
Japan,1944,238405980.0000,8.3773
Japan,1945,170652880.0000,8.2321
Japan,1946,150633620.0000,8.1779
Japan,1947,168263800.0000,8.2260
Japan,1948,191320820.0000,8.2818
Japan,1949,201886820.0000,8.3051
Japan,1950,212026740.0000,8.3264
Japan,1951,228322370.0000,8.3585
Japan,1952,239832830.0000,8.3799
Japan,1953,257401780.0000,8.4106
Japan,1954,250673490.0000,8.3991
Japan,1955,253247500.0000,8.4035
Japan,1956,273671900.0000,8.4372
Japan,1957,311665120.0000,8.4937
Japan,1958,301614820.0000,8.4795
Japan,1959,322789220.0000,8.5089
Japan,1960,354767550.0000,8.5499
Japan,1961,410487580.0000,8.6133
Japan,1962,413610780.0000,8.6166
Japan,1963,448536350.0000,8.6518
Japan,1964,480543780.0000,8.6817
Japan,1965,506786180.0000,8.7048
Japan,1966,539758800.0000,8.7322
Japan,1967,615875260.0000,8.7895
Japan,1968,685694400.0000,8.8361
Japan,1969,783315650.0000,8.8939
Japan,1970,899604160.0000,8.9541
Japan,1971,918078600.0000,8.9629
Japan,1972,969623740.0000,8.9866
Japan,1973,1023076100.0000,9.0099
Japan,1974,1019895400.0000,9.0086
Japan,1975,968405950.0000,8.9861
Japan,1976,1003182140.0000,9.0014
Japan,1977,1029143100.0000,9.0125
Japan,1978,995688300.0000,8.9981
Japan,1979,1041690240.0000,9.0177
Japan,1980,1030420350.0000,9.0130
Japan,1981,1009877800.0000,9.0043
Japan,1982,982215000.0000,8.9922
Japan,1983,961868860.0000,8.9831
Japan,1984,1026089100.0000,9.0112
Japan,1985,997635400.0000,8.9990
Japan,1986,996396300.0000,8.9984
Japan,1987,982405060.0000,8.9923
Japan,1988,1062438400.0000,9.0263
Japan,1989,1095163100.0000,9.0395
Japan,1990,1230842900.0000,9.0902
Japan,1991,1244158500.0000,9.0949
Japan,1992,1253120000.0000,9.0980
Japan,1993,1242707500.0000,9.0944
Japan,1994,1304645900.0000,9.1155
Japan,1995,1308562300.0000,9.1168
Japan,1996,1322666800.0000,9.1215
Japan,1997,1313218000.0000,9.1183
Japan,1998,1271016600.0000,9.1042
Japan,1999,1297507500.0000,9.1131
Japan,2000,1324315900.0000,9.1220
Japan,2001,1298718500.0000,9.1135
Japan,2002,1321265900.0000,9.1210
Japan,2003,1328098000.0000,9.1232
Japan,2004,1318803000.0000,9.1202
Japan,2005,1328494000.0000,9.1234
Japan,2006,1312630700.0000,9.1181
Japan,2007,1342968300.0000,9.1281
Japan,2008,1272124800.0000,9.1045
Japan,2009,1197258600.0000,9.0782
Japan,2010,1250038100.0000,9.0969
Japan,2011,1301283700.0000,9.1144
Japan,2012,1343007700.0000,9.1281
Japan,2013,1354838900.0000,9.1319
Japan,2014,1304437400.0000,9.1154
Japan,2015,1263848000.0000,9.1017
Japan,2016,1241284000.0000,9.0939
Japan,2017,1228455800.0000,9.0894
Japan,2018,1185511200.0000,9.0739
Japan,2019,1146364700.0000,9.0593
Japan,2020,1082978300.0000,9.0346
Japan,2021,1105843600.0000,9.0437
Japan,2022,1075799700.0000,9.0317
Japan,2023,1031619600.0000,9.0135
Jordan,1850,134867.7000,5.1299
Jordan,1851,135297.2500,5.1313
Jordan,1852,135732.9700,5.1327
Jordan,1853,136213.1400,5.1342
Jordan,1854,136657.0300,5.1356
Jordan,1855,137057.1200,5.1369
Jordan,1856,137433.3900,5.1381
Jordan,1857,137750.8600,5.1391
Jordan,1858,138020.3400,5.1399
Jordan,1859,138234.3600,5.1406
Jordan,1860,137093.8400,5.1370
Jordan,1861,136625.0300,5.1355
Jordan,1862,136391.9500,5.1348
Jordan,1863,136379.2700,5.1347
Jordan,1864,136397.5800,5.1348
Jordan,1865,136440.7000,5.1349
Jordan,1866,136484.1100,5.1351
Jordan,1867,136558.2800,5.1353
Jordan,1868,136638.7200,5.1356
Jordan,1869,136755.8400,5.1359
Jordan,1870,165125.4400,5.2178
Jordan,1871,181324.9400,5.2585
Jordan,1872,192978.8000,5.2855
Jordan,1873,201189.0800,5.3036
Jordan,1874,208734.1400,5.3196
Jordan,1875,215827.5600,5.3341
Jordan,1876,222499.6700,5.3473
Jordan,1877,228725.8800,5.3593
Jordan,1878,234399.1400,5.3700
Jordan,1879,239449.0600,5.3792
Jordan,1880,246379.1900,5.3916
Jordan,1881,249593.7200,5.3972
Jordan,1882,252214.7500,5.4018
Jordan,1883,254395.8800,5.4055
Jordan,1884,256318.1600,5.4088
Jordan,1885,257759.6100,5.4112
Jordan,1886,259066.2000,5.4134
Jordan,1887,260272.4000,5.4154
Jordan,1888,261394.4400,5.4173
Jordan,1889,262503.4400,5.4191
Jordan,1890,263462.7500,5.4207
Jordan,1891,263663.9700,5.4211
Jordan,1892,264133.0000,5.4218
Jordan,1893,264815.1600,5.4229
Jordan,1894,265500.0000,5.4241
Jordan,1895,266151.1200,5.4251
Jordan,1896,266787.1000,5.4262
Jordan,1897,267417.2800,5.4272
Jordan,1898,268041.9700,5.4282
Jordan,1899,268633.8800,5.4292
Jordan,1900,275834.2200,5.4406
Jordan,1901,278260.8000,5.4445
Jordan,1902,279634.3400,5.4466
Jordan,1903,280820.6000,5.4484
Jordan,1904,280688.3400,5.4482
Jordan,1905,280790.4000,5.4484
Jordan,1906,280783.3000,5.4484
Jordan,1907,281047.3800,5.4488
Jordan,1908,280900.2200,5.4486
Jordan,1909,280383.2500,5.4478
Jordan,1910,278264.5000,5.4445
Jordan,1911,276929.9400,5.4424
Jordan,1912,276522.6000,5.4417
Jordan,1913,276167.0000,5.4412
Jordan,1914,275610.7000,5.4403
Jordan,1915,275159.8400,5.4396
Jordan,1916,274534.4400,5.4386
Jordan,1917,274645.3000,5.4388
Jordan,1918,274250.5600,5.4381
Jordan,1919,274224.4000,5.4381
Jordan,1920,275367.7000,5.4399
Jordan,1921,280101.4000,5.4473
Jordan,1922,284237.5000,5.4537
Jordan,1923,288410.1000,5.4600
Jordan,1924,292685.3000,5.4664
Jordan,1925,297541.6600,5.4735
Jordan,1926,302110.9000,5.4802
Jordan,1927,306532.6200,5.4865
Jordan,1928,311019.5000,5.4928
Jordan,1929,315262.2200,5.4987
Jordan,1930,349051.1200,5.5429
Jordan,1931,368699.6200,5.5667
Jordan,1932,382884.6000,5.5831
Jordan,1933,392130.7000,5.5934
Jordan,1934,399353.3400,5.6014
Jordan,1935,406496.9700,5.6091
Jordan,1936,416573.0000,5.6197
Jordan,1937,426329.1600,5.6297
Jordan,1938,435758.7800,5.6392
Jordan,1939,445102.6200,5.6485
Jordan,1940,439417.2500,5.6429
Jordan,1941,444463.6200,5.6478
